Quantity,Name,Set Name,Collector Number,Foil/Variant,Condition,Language
2,Final Parting,Dominaria,93,Normal,NM,EN
4,Fire // Ice,Apocalypse,128,Normal,NM,EN
1,Fire Diamond,Commander Anthology Volume II,190,Normal,NM,EN
3,Fire Diamond,Commander Legends,309,Normal,NM,EN
5,Fire Elemental,Dominaria,120,Normal,NM,EN
4,Firefist Adept,Dominaria,121,Normal,NM,EN
2,Firespout,Shadowmoor,205,Normal,NM,EN
2,Firewake Sliver,Time Spiral Remastered,252,Normal,NM,EN
1,First Response,Commander Legends,22,Normal,NM,EN
1,First Response,Commander Legends,22,Foil,NM,EN
1,Fists of Flame,Modern Horizons,123,Normal,LP,EN
4,Flagstones of Trokair,Time Spiral Remastered,278,Normal,NM,EN
3,Flame Slash,Rise of the Eldrazi,145,Normal,NM,EN
1,Flamekin Herald,Commander Legends,179,Normal,NM,EN
1,Flamekin Village,Commander Anthology Volume II,251,Normal,NM,EN
1,Flames of the Blood Hand,Betrayers of Kamigawa,101,Normal,NM,IT
1,Flametongue Kavu,Commander Anthology Volume II,99,Normal,NM,EN
1,Flashfreeze,Modern Masters 2015,45,Normal,NM,EN
1,Flaxen Intruder // Welcome Home,Throne of Eldraine,297,Normal,NM,EN
1,Flayer Husk,Modern Masters 2015,214,Normal,NM,EN
1,Fledgling Osprey,Urza's Destiny,33,Normal,NM,EN
1,Flensing Raptor,Phyrexia: All Will Be One,12,Normal,NM,JP
2,Fleshbag Marauder,Commander Legends,128,Normal,NM,EN
1,Flickerwisp,Commander 2014,71,Normal,NM,EN
2,Flood of Recollection,Commander Legends,61,Normal,NM,EN
5,Flooded Strand,Onslaught,316,Normal,NM,EN
2,Floodhound,Modern Horizons 2,42,Normal,NM,EN
1,Floodhound,Modern Horizons 2,335,Normal,NM,EN
1,Flowstone Infusion,Dominaria United,124,Normal,NM,EN
1,Flowstone Infusion,Dominaria United,124,Foil,NM,EN
1,Flowstone Kavu,Dominaria United,125,Normal,NM,EN
1,Flurry of Horns,Jumpstart,321,Normal,NM,EN
2,Flusterstorm,Commander,46,Normal,NM,EN
1,Fly,Adventures in the Forgotten Realms,59,Normal,NM,EN
4,Footsteps of the Goryo,Saviors of Kamigawa,68,Normal,NM,EN
1,Forbid,Exodus,35,Normal,NM,EN
1,Force of Despair,Modern Horizons,92,Normal,NM,EN
4,Force of Negation,Modern Horizons 1 Timeshifts,9,Normal,NM,EN
4,Force of Vigor,Modern Horizons,164,Normal,NM,EN
1,Force of Will,Alliances,42,Normal,NM,EN
3,Forceful Denial,Commander Legends,69,Normal,NM,EN
2,Foresee,Time Spiral Remastered,69,Normal,NM,EN
2,Forest,Asia Pacific Land Program,11,Normal,NM,EN
4,Forest,Battle for Zendikar,270,Normal,NM,EN
3,Forest,Battle for Zendikar,271,Normal,NM,EN
4,Forest,Battle for Zendikar,272,Normal,NM,EN
6,Forest,Battle for Zendikar,273,Normal,NM,EN
3,Forest,Battle for Zendikar,274,Normal,NM,EN
1,Forest,Shadows over Innistrad,297,Foil,NM,EN
1,Forest,Dominaria,267,Foil,NM,EN
3,Forest,Theros Beyond Death,254,Normal,NM,EN
1,Forest,Zendikar Rising,278,Normal,NM,EN
1,Forest,Zendikar Rising,279,Foil,NM,EN
1,Forest,Strixhaven: School of Mages,374,Foil,NM,EN
1,Forest,Dominaria United,281,Foil,NM,EN
1,Forest,The Brothers' War,276,Foil,NM,EN
1,Forest,The Brothers' War,277,Foil,NM,EN
1,Forest,March of the Machine,290,Normal,NM,EN
1,Forgotten Cave,Commander Anthology Volume II,252,Normal,NM,EN
1,Forked Bolt,Rise of the Eldrazi,146,Normal,NM,EN
1,Forsaken Monument,Zendikar Rising,374,Foil,NM,EN
1,Fortify,Jumpstart,105,Normal,NM,EN
1,Fortify,Time Spiral Remastered,18,Normal,NM,EN
2,Fortuitous Find,Kaladesh,81,Normal,NM,EN
3,Foundry Inspector,Commander Legends,310,Normal,NM,EN
1,Foundry Inspector,The Brothers' War Retro Artifacts,79,Normal,NM,EN
1,Foundry Inspector,Kaladesh,215,Foil,NM,EN
2,Foundry Screecher,Kaladesh,82,Normal,NM,EN
1,Fracture,Strixhaven: School of Mages,188,Normal,NM,EN
3,Fracture,Strixhaven: School of Mages,378,Normal,NM,EN
5,Fragmentize,Kaladesh,14,Normal,NM,EN
1,Frantic Search,Urza's Legacy,32,Normal,NM,EN
1,Freelance Muscle,Streets of New Capenna,147,Normal,NM,EN
1,Frenzied Goblin,Masters 25,131,Normal,NM,EN
5,Frenzied Rage,Dominaria,124,Normal,NM,EN
1,Frenzied Saddlebrute,Commander Legends,180,Normal,NM,EN
1,Frenzied Saddlebrute,Commander Legends,180,Foil,NM,EN
1,Fresh Meat,Commander 2014,197,Normal,NM,EN
1,Frogmite,Modern Masters,207,Foil,NM,EN
2,Frogmite,Modern Masters 2015,215,Normal,NM,EN
1,Frogmite,Modern Masters 2015,215,Foil,NM,EN
1,Frogmite,Mirrodin,172,Normal,NM,EN
1,Frontier Mastodon,Fate Reforged,130,Normal,NM,EN
4,Fry,Core Set 2020,140,Normal,NM,EN
3,Fulminator Mage,Shadowmoor,188,Normal,NM,EN
3,Fungal Infection,Dominaria,94,Normal,NM,EN
1,Fungal Infection,Dominaria,94,Foil,NM,EN
2,Fungal Plots,Dominaria,160,Normal,NM,EN
1,Fungal Reaches,Time Spiral Remastered,279,Normal,NM,EN
1,Furious Bellow,Dominaria United,126,Normal,NM,EN
1,Furnace Celebration,Commander Legends,181,Normal,NM,EN
1,Furnace Punisher,Phyrexia: All Will Be One,291,Normal,NM,JP
1,Furnace Whelp,Jumpstart,323,Normal,NM,EN
1,Furycalm Snarl,Strixhaven: School of Mages,266,Normal,NM,EN
2,Fyndhorn Elves,Commander Legends,228,Normal,NM,EN
4,Gaddock Teeg,Lorwyn,248,Normal,NM,EN
1,"Gadrak, the Crown-Scourge",Core Set 2021,146,Normal,NM,EN
2,Gaea's Blessing,Dominaria,161,Normal,NM,EN
1,Gaea's Gift,The Brothers' War,182,Normal,NM,EN
7,Gaea's Protector,Dominaria,162,Normal,NM,EN
2,Galestrike,Commander Legends,70,Normal,NM,EN
2,Galvanic Blast,Scars of Mirrodin,91,Normal,NM,EN
1,Gargadon,Modern Horizons 2,128,Normal,NM,EN
1,Gargoyle Castle,Commander 2014,297,Normal,NM,EN
1,"Garna, Bloodfist of Keld",Dominaria United,299,Foil,NM,EN
1,"Garna, Bloodfist of Keld",Dominaria United,340,Foil,NM,EN
1,"Garna, the Bloodflame",Dominaria,194,Normal,NM,EN
1,Garrison Sergeant,Guilds of Ravnica,172,Normal,NM,EN
1,Gathan Raiders,Time Spiral Remastered,165,Normal,NM,EN
1,Gearshift Ace,Kaladesh,16,Normal,NM,EN
1,Geier Reach Sanitarium,Eldritch Moon,203,Normal,NM,EN
3,Geist of Saint Traft,Innistrad,213,Normal,NM,EN
2,Geist of the Moors,Masters 25,15,Normal,NM,EN
1,Geist-Honored Monk,Commander 2014,72,Normal,NM,EN
1,Gemhide Sliver,Time Spiral Remastered,205,Normal,NM,EN
1,Gemstone Array,Fifth Dawn,124,Foil,NM,EN
1,General Marhault Elsdragon,Dominaria United Commander,53,Foil,NM,EN
3,Geology Enthusiast,The Brothers' War,289,Normal,NM,EN
1,Ghastbark Twins,Core Set 2019,181,Normal,NM,EN
3,Ghastly Demise,Commander Legends,129,Normal,NM,EN
1,Ghastly Gloomhunter,Zendikar Rising,103,Normal,NM,EN
2,Ghirapur Guide,Kaladesh,156,Normal,NM,EN
1,Ghirapur Guide,Core Set 2019,182,Normal,NM,EN
6,Ghitu Chronicler,Dominaria,125,Normal,NM,EN
5,Ghitu Journeymage,Dominaria,126,Normal,NM,EN
5,Ghitu Lavarunner,Dominaria,127,Normal,NM,EN
4,Ghor-Clan Rampager,Gatecrash,167,Normal,NM,EN
1,Ghost of Ramirez DePietro,Commander Legends,71,Normal,NM,EN
1,Ghost Quarter,Commander 2014,298,Normal,NM,EN
1,Ghost Quarter,Commander Anthology Volume II,253,Normal,NM,EN
1,Ghost Quarter,Dissension,173,Normal,NM,EN
1,Ghost Quarter,Innistrad,240,Normal,NM,EN
1,Ghost Quarter,Innistrad,240,Foil,NM,EN
1,Ghost Ship,Masters 25,60,Normal,NM,EN
1,Ghostly Prison,Champions of Kamigawa,10,Foil,NM,EN
1,Ghostly Wings,Shadows over Innistrad,66,Foil,NM,EN
2,Giant Albatross,Homelands,33,Normal,NM,EN
1,Giant Albatross,Homelands,34,Normal,NM,EN
1,Giant Growth,Masters 25,172,Normal,NM,EN
1,Giant Growth,The Brothers' War,183,Normal,NM,EN
1,Gideon Jura,Rise of the Eldrazi,21,Normal,NM,EN
3,Gideon's Reproach,Dominaria,19,Normal,NM,EN
1,Gift of Estates,Portal,179,Normal,NM,EN
1,Gift of Estates,Commander 2014,73,Normal,NM,EN
2,Gift of Growth,Dominaria,163,Normal,NM,EN
1,Gift of Immortality,Theros,14,Normal,NM,EN
2,Gift of Paradise,Commander Legends,229,Normal,NM,EN
1,Gifts Ungiven,Modern Masters,46,Normal,NM,EN
4,Gifts Ungiven,Champions of Kamigawa,62,Normal,NM,EN
1,Gigadrowse,Guildpact,26,Normal,NM,EN
4,Gilded Goose,Throne of Eldraine,160,Normal,NM,EN
1,Gilded Lotus,The Brothers' War Retro Artifacts,80,Normal,NM,EN
1,Gilded Lotus,Mirrodin,175,Foil,NM,EN
1,Gilt-Leaf Winnower,Commander Legends,130,Normal,NM,EN
1,Gitaxian Anatomist,Phyrexia: All Will Be One,52,Normal,NM,JP
3,Gitaxian Probe,New Phyrexia,35,Normal,NM,EN
1,Gitaxian Probe,New Phyrexia,35,Foil,NM,EN
1,Gitaxian Raptor,Phyrexia: All Will Be One,53,Normal,NM,JP
4,Giver of Runes,Modern Horizons,13,Normal,NM,EN
1,Gixian Skullflayer,The Brothers' War,100,Normal,NM,EN
3,Glacial Fortress,Magic 2011,225,Normal,NM,EN
1,Glacial Fortress,Magic 2012,227,Normal,NM,EN
1,"Glacian, Powerstone Engineer",Commander Legends,72,Normal,NM,EN
4,Gladecover Scout,Magic 2012,178,Normal,NM,EN
1,Glaring Spotlight,Gatecrash,229,Foil,NM,EN
1,Glimmer Bairn,Modern Horizons 2,163,Normal,NM,EN
1,Glint Hawk Idol,Modern Masters 2015,216,Foil,NM,EN
1,Glint-Sleeve Artisan,Kaladesh,17,Normal,NM,EN
1,Glissa Sunslayer,Phyrexia: All Will Be One,202,Normal,NM,JP
1,Glittermonger,Streets of New Capenna,149,Normal,NM,EN
1,Glorious Anthem,Core Set 2021,21,Normal,NM,EN
1,Gnawing Vermin,The Brothers' War,101,Normal,NM,EN
1,Go for Blood,Ikoria: Lair of Behemoths,122,Normal,NM,EN
1,Goblin Anarchomancer,Modern Horizons 2,200,Normal,NM,EN
1,Goblin Arsonist,Core Set 2021,147,Normal,NM,EN
1,Goblin Commando,Jumpstart,325,Normal,NM,EN
4,Goblin Cratermaker,Guilds of Ravnica,103,Normal,NM,EN
1,Goblin Dark-Dwellers,Oath of the Gatewatch,110,Normal,NM,EN
4,Goblin Electromancer,Return to Ravnica,163,Normal,NM,EN
1,Goblin Fireslinger,Modern Masters 2015,114,Normal,NM,EN
1,Goblin Instigator,Jumpstart,327,Normal,NM,EN
1,Goblin Instigator,Core Set 2019,142,Normal,NM,EN
1,Goblin Lore,Jumpstart,328,Normal,NM,EN
1,Goblin Picker,Dominaria United,128,Normal,NM,EN
1,Goblin Rabblemaster,Media Inserts,86,Foil,NM,EN
4,Goblin Rabblemaster,Magic 2015,145,Normal,NM,EN
1,Goblin Rally,Jumpstart,329,Normal,NM,EN
1,Goblin Shortcutter,Jumpstart,330,Normal,NM,EN
3,Goblin Trailblazer,Commander Legends,182,Normal,NM,EN
1,Goblin Trailblazer,Commander Legends,182,Foil,NM,EN
4,Goblin Warchief,Dominaria,130,Normal,NM,EN
1,Goblin Welder,Commander Anthology Volume II,101,Normal,NM,EN
1,Goblin Welder,Urza's Legacy,80,Normal,NM,EN
1,Godless Shrine,Zendikar Expeditions,11,Foil,NM,EN
3,Godless Shrine,Guildpact,157,Normal,NM,EN
1,Gods Willing,Core Set 2020,19,Normal,NM,EN
1,Golden Ratio,Strixhaven: School of Mages,190,Normal,NM,EN
1,Goldhound,Streets of New Capenna,108,Normal,NM,EN
1,Goldwarden's Helm,Phyrexia: All Will Be One,13,Normal,NM,JP
1,Golgari Signet,Secret Lair Drop,292,Foil,NM,EN
1,Goma Fada Vanguard,Zendikar Rising,141,Normal,NM,EN
1,"Gor Muldrak, Amphinologist",Commander Legends,277,Normal,NM,EN
1,Gorgon Recluse,Time Spiral Remastered,117,Normal,NM,EN
2,Gossamer Phantasm,Time Spiral Remastered,70,Normal,NM,EN
4,Grafdigger's Cage,Dark Ascension,149,Normal,NM,EN
1,Grafted Wargear,Commander Legends,312,Normal,NM,EN
1,Grafted Wargear,Commander Legends,312,Foil,NM,EN
1,"Grakmaw, Skyclave Ravager",Zendikar Rising,223,Normal,NM,EN
1,Grand Abolisher,Magic 2012,19,Normal,NM,EN
1,Grand Architect,Scars of Mirrodin,33,Foil,NM,EN
2,Grand Warlord Radha,Dominaria,195,Normal,NM,EN
4,Grapeshot,Duel Decks: Mind vs. Might,16,Normal,NM,EN
3,Grapeshot,Time Spiral,160,Normal,NM,EN
4,Grapeshot,Time Spiral,160,Normal,NM,EN
1,Grasp of Darkness,Scars of Mirrodin,65,Normal,NM,EN
1,Grasp of Fate,Commander 2015,3,Normal,NM,EN
1,Grave Scrabbler,Time Spiral Remastered,118,Normal,NM,EN
1,Grave Sifter,Commander 2014,44,Normal,NM,EN
1,Grave Titan,Magic 2012,98,Normal,NM,CS
1,Great Furnace,Commander Anthology Volume II,255,Normal,NM,EN
1,Greater Sandwurm,Ikoria: Lair of Behemoths,157,Normal,NM,EN
1,Green Dragon,Adventures in the Forgotten Realms,295,Normal,NM,EN
1,Greenseeker,Time Spiral Remastered,207,Normal,NM,EN
4,Grief,Modern Horizons 2,87,Normal,NM,EN
2,Griffin Protector,Dominaria United,18,Foil,NM,EN
2,Grim Affliction,Modern Masters 2015,84,Normal,NM,EN
4,Grim Flayer,Eldritch Moon,184,Normal,NM,EN
1,Grim Flowering,Commander 2014,198,Normal,NM,EN
2,Grim Lavamancer,Torment,100,Normal,NM,EN
1,Grim Monolith,Urza's Legacy,126,Normal,NM,EN
1,Grimoire of the Dead,Innistrad,226,Normal,NM,EN
4,Griselbrand,Avacyn Restored,106,Normal,NM,EN
1,Grotesque Mutation,Shadows over Innistrad,115,Normal,NM,EN
4,Grove of the Burnwillows,Iconic Masters,238,Normal,NM,EN
6,Grow from the Ashes,Dominaria,164,Normal,NM,EN
1,Gruesome Realization,The Brothers' War,103,Normal,NM,EN
2,"Grunn, the Lonely King",Dominaria,165,Normal,NM,EN
1,Gruul Signet,Secret Lair Drop,288,Foil,NM,EN
4,Gryff's Boon,Shadows over Innistrad,20,Normal,NM,EN
1,Guardian Beast,Arabian Nights,5,Normal,HP,EN
1,Guardian Kirin,Modern Horizons 2,15,Normal,NM,EN
2,Guardians of Koilos,Dominaria,216,Normal,NM,EN
1,Guiding Voice,Strixhaven: School of Mages,19,Normal,NM,EN
1,Guildless Commons,Commander Legends,351,Normal,NM,EN
4,Guiltfeeder,Judgment,68,Normal,NM,EN
4,Gurmag Angler,Time Spiral Remastered,324,Normal,NM,EN
4,Gurmag Angler,Fate Reforged,72,Normal,NM,EN
1,Gush,Mercadian Masques,82,Normal,NM,EN
2,Gust-Skimmer,Modern Masters 2015,217,Normal,NM,EN
1,"Halana, Kessig Ranger",Commander Legends,231,Normal,NM,EN
1,Hall of the Bandit Lord,Champions of Kamigawa,277,Normal,NM,EN
2,"Hallar, the Firefletcher",Dominaria,196,Normal,NM,EN
1,Hallowed Fountain,Zendikar Expeditions,6,Normal,NM,EN
3,Hallowed Fountain,Dissension,174,Normal,NM,EN
4,Hallowed Moonlight,Magic Origins,16,Normal,NM,EN
1,Hallowed Spiritkeeper,Commander 2014,8,Normal,NM,EN
1,Hammerhand,Dominaria United,129,Normal,NM,EN
1,"Hamza, Guardian of Arashin",Commander Legends,278,Normal,NM,EN
1,"Hamza, Guardian of Arashin",Commander Legends,598,Foil,NM,EN
1,Hangarback Walker,Magic Origins,229,Normal,NM,EN
1,"Hanna, Ship's Navigator",Masters 25,206,Foil,NM,EN
1,Hanna's Custody,Tempest,234,Normal,NM,EN
1,Hans Eriksson,Commander Legends,279,Normal,NM,EN
1,Haphazard Bombardment,Dominaria,131,Normal,NM,EN
4,Hard Evidence,Modern Horizons 2,46,Normal,NM,EN
1,Harmonic Sliver,Time Spiral Remastered,254,Normal,NM,EN
1,Harmonize,Time Spiral Remastered,208,Normal,NM,EN
3,Haunted Cloak,Commander Legends,313,Normal,NM,EN
1,Haunted Fengraf,Commander 2014,300,Normal,NM,EN
1,Haunted Fengraf,Masters 25,240,Normal,NM,EN
1,Havengul Lich,Dark Ascension,139,Normal,NM,EN
4,Havoc Devils,Core Set 2019,146,Normal,NM,EN
1,Hazoret the Fervent,Amonkhet,136,Normal,NM,EN
1,Healing Grace,Dominaria,20,Normal,NM,EN
1,Heated Debate,Strixhaven: School of Mages,106,Normal,NM,EN
1,Hedron Archive,Battle for Zendikar,223,Normal,NM,EN
1,Helium Squirter,Modern Masters 2015,47,Normal,NM,EN
1,Hellkite Punisher,Core Set 2021,151,Normal,NM,EN
1,Helm of Awakening,Visions,145,Normal,NM,EN
1,Helm of Obedience,Alliances,163,Normal,NM,EN
1,Helm of the Host,Dominaria,217,Normal,NM,EN
1,Henchfiend of Ukor,Time Spiral Remastered,170,Normal,NM,EN
1,Herald of Kozilek,Battle for Zendikar,205,Normal,NM,EN
1,Herald's Horn,Jumpstart,469,Normal,NM,EN
1,Hero's Blade,Commander Legends,314,Normal,NM,EN
4,Hero's Downfall,Theros,90,Normal,NM,EN
1,Hex Parasite,New Phyrexia,137,Normal,NM,EN
1,Hexbane Tortoise,Dominaria United,166,Foil,NM,EN
1,Hexdrinker,Modern Horizons,168,Normal,NM,EN
3,Hexdrinker,Modern Horizons,168,Normal,NM,RU
1,Hexgold Slash,Phyrexia: All Will Be One,137,Normal,NM,JP
1,Hibernation Sliver,Secret Lair Drop,664,Normal,NM,EN
4,Hidden Strings,Dragon's Maze,12,Normal,NM,EN
1,High Priest of Penance,Gatecrash,171,Normal,NM,EN
1,High Priest of Penance,Gatecrash,171,Normal,NM,JP
4,High Tide,Fallen Empires,35,Normal,NM,EN
5,High Tide,Fallen Empires,36,Normal,NM,EN
3,High Tide,Fallen Empires,37,Normal,NM,EN
1,Highland Lake,Shadows over Innistrad,277,Normal,NM,EN
1,Hijack,Kaladesh,118,Normal,NM,EN
1,Hissing Quagmire,Oath of the Gatewatch,171,Normal,NM,EN
1,Hive of the Eye Tyrant,Adventures in the Forgotten Realms,258,Normal,NM,EN
1,Hoard-Smelter Dragon,Commander Anthology Volume II,104,Normal,NM,EN
1,Hoarding Ogre,Commander Legends: Battle for Baldur's Gate,181,Normal,NM,EN
1,Hoarding Ogre,Adventures in the Forgotten Realms,146,Normal,NM,EN
4,Homarid Explorer,Dominaria,53,Normal,NM,EN
1,Homeward Path,Commander,277,Normal,NM,EN
2,Honor of the Pure,Magic 2010,16,Normal,NM,EN
1,Hope of Ghirapur,Aether Revolt,154,Foil,NM,EN
4,Hope Tender,Hour of Devastation,119,Normal,NM,EN
4,Horizon Canopy,Zendikar Rising Expeditions,26,Normal,NM,EN
1,Horizon Scholar,Core Set 2019,59,Normal,NM,EN
1,Horned Stoneseeker,The Brothers' War,138,Normal,NM,EN
1,Horribly Awry,Battle for Zendikar,59,Normal,NM,JP
1,Horseshoe Crab,Masters 25,61,Normal,NM,EN
4,Hostile Minotaur,Core Set 2020,331,Normal,NM,EN
2,Howling Golem,Commander Legends,316,Normal,NM,EN
2,Hulking Metamorph,The Brothers' War,79,Normal,NM,EN
1,Humble Defector,Commander Legends,184,Normal,NM,EN
1,Hunt the Weak,Fate Reforged,133,Normal,NM,EN
2,Hunt the Weak,Kaladesh,158,Normal,NM,EN
2,Hunter's Edge,Core Set 2021,189,Normal,NM,EN
1,Hunter's Insight,Commander Legends,232,Normal,NM,EN
1,Hunting Moa,Urza's Destiny,109,Normal,NM,EN
1,Hunting Triad,Commander 2014,200,Normal,NM,EN
1,Huntmaster of the Fells // Ravager of the Fells,Dark Ascension,140,Normal,NM,EN
1,"Hurkyl, Master Wizard",The Brothers' War,51,Normal,NM,EN
1,Hurkyl's Recall,Antiquities,54,Normal,NM,EN
4,Hyena Umbra,Rise of the Eldrazi,26,Normal,NM,EN
4,Hymn to Tourach,Fallen Empires,14,Normal,NM,EN
1,"Ich-Tekik, Salvage Splicer",Commander Legends,233,Normal,NM,EN
1,Ichor Slick,Time Spiral Remastered,119,Normal,NM,EN
1,Ichor Wellspring,Commander Anthology Volume II,193,Normal,NM,EN
5,Ichor Wellspring,The Brothers' War Retro Artifacts,84,Normal,NM,EN
4,Ichor Wellspring,Mirrodin Besieged,110,Normal,NM,EN
1,Ichor Wellspring,Mirrodin Besieged,110,Foil,NM,EN
1,Ichorid,Eternal Masters,93,Normal,NM,EN
1,Icy Manipulator,Dominaria,219,Normal,NM,EN
4,Ideas Unbound,Saviors of Kamigawa,40,Normal,NM,EN
1,Identity Thief,Eldritch Moon,64,Normal,NM,EN
1,Ignite Memories,Time Spiral,164,Normal,NM,EN
4,Ignoble Hierarch,Modern Horizons 2,166,Normal,NM,EN
1,Illustrious Historian,Strixhaven: School of Mages,109,Normal,NM,EN
1,Immaculate Magistrate,Commander 2014,201,Normal,NM,EN
1,Immaculate Magistrate,Commander Legends,234,Normal,NM,EN
1,"Imoti, Celebrant of Bounty",Commander Legends,280,Normal,NM,EN
1,Impact Resonance,Commander Anthology Volume II,107,Normal,NM,EN
1,Imperiosaur,Time Spiral Remastered,211,Normal,NM,EN
1,Imperious Perfect,Commander 2014,202,Normal,NM,EN
1,Imperious Perfect,Commander Legends,235,Normal,NM,EN
1,Impulse,From the Vault: Twenty,5,Foil,NM,EN
4,Impulse,Dominaria Remastered,287,Normal,NM,EN
2,Impulsive Pilferer,Commander Legends,185,Normal,NM,EN
1,In Bolas's Clutches,Dominaria,54,Normal,NM,EN
1,Incinerate,Ice Age,194,Normal,NM,EN
1,Incite Rebellion,Commander Anthology Volume II,108,Normal,NM,EN
1,Increasing Ambition,Dark Ascension,69,Foil,NM,EN
2,Indatha Triome,Ikoria: Lair of Behemoths,309,Normal,NM,EN
1,Indomitable Archangel,Scars of Mirrodin,11,Normal,NM,EN
3,Indomitable Creativity,Aether Revolt,85,Normal,NM,EN
1,Indomitable Will,Theros Beyond Death,25,Foil,NM,EN
2,Infernal Tutor,Dissension,46,Normal,NM,EN
1,Infuriate,Strixhaven Mystical Archive,41,Normal,NM,EN
1,Ingenuity Engine,Commander Legends,317,Normal,NM,EN
1,Ingot Chewer,Commander Anthology Volume II,110,Normal,NM,EN
1,"Ink-Eyes, Servant of Oni",Betrayers of Kamigawa,71,Normal,NM,IT
1,Inkmoth Nexus,Mirrodin Besieged,145,Normal,NM,CS
1,Inkwell Leviathan,Premium Deck Series: Graveborn,10,Foil,NM,EN
1,Inkwell Leviathan,Conflux,30,Normal,NM,EN
1,Inner-Flame Igniter,Modern Masters 2015,120,Normal,NM,EN
1,"Inniaz, the Gale Force",Jumpstart,12,Normal,NM,EN
4,Innocent Blood,Odyssey,145,Normal,NM,EN
4,Inquisition of Kozilek,Conspiracy: Take the Crown,140,Normal,NM,EN
4,Inquisition of Kozilek,Rise of the Eldrazi,115,Normal,NM,EN
1,Inspiring Call,Jumpstart,404,Normal,NM,EN
1,Inspiring Captain,Shadows over Innistrad,25,Normal,NM,EN
1,Inspiring Roar,Commander Legends,23,Normal,NM,EN
1,Inspiring Roar,Commander Legends,23,Foil,NM,EN
4,Inspiring Vantage,Kaladesh,246,Normal,NM,EN
1,Intangible Virtue,Commander Legends,24,Normal,NM,EN
1,Introduction to Annihilation,Strixhaven: School of Mages,3,Normal,NM,EN
1,Invasion of Lorwyn // Winnowing Forces,March of the Machine,236,Normal,NM,EN
2,Inventors' Fair,Kaladesh,247,Normal,NM,EN
1,Inventors' Fair,Kaladesh,247,Foil,NM,EN
1,Invigorating Surge,Core Set 2021,190,Normal,NM,EN
1,Invisible Stalker,Innistrad,60,Normal,NM,EN
4,Invoke the Divine,Dominaria,22,Normal,NM,EN
2,Involuntary Cooldown,The Brothers' War,53,Normal,NM,EN
1,"Iona, Shield of Emeria",Zendikar,13,Normal,NM,EN
3,Iona's Judgment,Commander Legends,25,Normal,NM,EN
1,Iron-Craw Crusher,The Brothers' War,200,Normal,NM,EN
1,Ironwright's Cleansing,Eldritch Moon,32,Normal,NM,EN
3,Island,Asia Pacific Land Program,2,Normal,NM,EN
2,Island,Unglued,85,Normal,NM,EN
2,Island,Unhinged,137,Normal,NM,EN
2,Island,Unstable,213,Normal,NM,EN
1,Island,Odyssey,335,Foil,NM,EN
4,Island,Lorwyn,287,Normal,NM,EN
2,Island,Zendikar,234,Normal,NM,EN
2,Island,Zendikar,236,Normal,NM,EN
1,Island,Zendikar,237,Normal,NM,EN
3,Island,Battle for Zendikar,255,Normal,NM,EN
2,Island,Battle for Zendikar,256,Normal,NM,EN
4,Island,Battle for Zendikar,257,Normal,NM,EN
7,Island,Battle for Zendikar,258,Normal,NM,EN
1,Island,Battle for Zendikar,259,Normal,NM,EN
1,Island,Throne of Eldraine,256,Foil,NM,EN
10,Island,Theros Beyond Death,251,Normal,NM,EN
1,Island,Core Set 2021,310,Normal,NM,EN
1,Island,Zendikar Rising,269,Normal,NM,EN
2,Island,Kamigawa: Neon Dynasty,296,Normal,NM,EN
1,Island,Dominaria United,278,Foil,NM,EN
3,Island,The Brothers' War,270,Foil,NM,EN
3,Island,The Brothers' War,271,Foil,NM,EN
1,Island,Phyrexia: All Will Be One,268,Foil,NM,JP
1,Isolated Chapel,Innistrad,242,Normal,NM,EN
1,Isolated Chapel,Dominaria,241,Normal,NM,EN
1,It That Betrays,Rise of the Eldrazi,7,Normal,NM,JP
3,Ivory Giant,Time Spiral Remastered,20,Normal,NM,EN
2,Ivy Lane Denizen,Commander Legends,236,Normal,NM,EN
1,Izzet Signet,Secret Lair Drop,293,Foil,NM,EN
2,Izzet Staticaster,Return to Ravnica,173,Normal,NM,EN
3,"Jace, the Mind Sculptor",Worldwake,31,Normal,NM,EN
1,"Jace, Vryn's Prodigy // Jace, Telepath Unbound",Magic Origins,60,Normal,NM,EN
1,"Jace, Wielder of Mysteries",War of the Spark,54,Normal,NM,EN
3,Jalum Tome,Commander Anthology Volume II,194,Normal,NM,EN
1,Jawbone Duelist,Phyrexia: All Will Be One,18,Normal,NM,JP
2,"Jaya, Fiery Negotiator",Dominaria United,374,Normal,NM,EN
2,Jaya's Firenado,Dominaria United,134,Normal,NM,EN
1,Jazal Goldmane,Commander 2014,9,Normal,NM,EN
1,"Jegantha, the Wellspring",Ikoria: Lair of Behemoths,222,Normal,NM,EN
1,Jetmir's Garden,Streets of New Capenna,291,Normal,NM,EN
1,"Jhoira, Ageless Innovator",Dominaria United,301,Normal,NM,EN
3,Jhoira's Familiar,Dominaria,220,Foil,NM,EN
1,Jhoira's Timebug,Time Spiral Remastered,269,Normal,NM,EN
1,"Jin-Gitaxias, Core Augur",New Phyrexia,37,Foil,NM,EN
1,Jinxed Idol,Magic 2011,208,Normal,NM,EN
1,"Jodah, Archmage Eternal",Dominaria,198,Normal,NM,EN
2,Join Forces,Dominaria United,21,Normal,NM,EN
1,Joraga Visionary,Zendikar Rising,188,Normal,NM,EN
1,Joraga Warcaller,Commander 2014,203,Normal,NM,EN
