Quantity,Name,Set Name,Collector Number,Foil/Variant,Condition,Language
1,Selesnya Signet,Secret Lair Drop,290,Foil,NM,EN
1,Self-Assembler,Masters 25,231,Normal,NM,EN
1,Semblance Anvil,The Brothers' War Retro Artifacts,52,Normal,NM,EN
1,Semblance Anvil,The Brothers' War Retro Artifacts,115,Normal,NM,EN
1,Semblance Anvil,Scars of Mirrodin,201,Normal,NM,EN
1,Sensei's Divining Top,From the Vault: Exiled,10,Foil,NM,EN
1,Sensei's Divining Top,Champions of Kamigawa,268,Normal,NM,EN
2,Sentinel of the Pearl Trident,Dominaria,65,Normal,NM,EN
3,Sentinel Spider,Commander Legends,253,Normal,NM,EN
3,Seraph of Dawn,Commander Legends,44,Normal,NM,EN
1,Seraphic Greatsword,Commander Legends,45,Normal,NM,EN
1,Serenity,Weatherlight,140,Normal,NM,EN
3,Sergeant-at-Arms,Dominaria,32,Normal,NM,EN
1,Serra Angel,Dominaria,33,Normal,NM,EN
2,Serra Ascendant,Magic 2011,28,Normal,NM,EN
1,Serra Avatar,Commander 2014,87,Normal,NM,EN
4,Serra Disciple,Dominaria,34,Normal,NM,EN
1,Serra Paragon,Dominaria United,32,Normal,NM,EN
2,Serra Redeemer,Dominaria United,282,Normal,NM,EN
2,Serra's Emissary,Modern Horizons 2,30,Normal,NM,EN
2,Serrated Arrows,Homelands,135,Normal,NM,EN
1,Serrated Scorpion,Ikoria: Lair of Behemoths,99,Normal,NM,EN
4,Serum Visions,Modern Masters 2017,49,Normal,NM,EN
4,Serum Visions,Fifth Dawn,36,Normal,NM,EN
1,Serum-Core Chimera,Phyrexia: All Will Be One,215,Normal,NM,JP
1,"Sethron, Hurloon General",Jumpstart,25,Normal,NM,EN
3,Settle the Score,Dominaria,103,Normal,NM,EN
1,Shade of Trokair,Time Spiral Remastered,42,Normal,NM,EN
4,Shadow Prophecy,Dominaria United,105,Normal,NM,EN
1,Shadowspear,Theros Beyond Death,345,Normal,NM,EN
1,"Shanna, Purifying Blade",Dominaria United,317,Normal,NM,EN
2,Shape Anew,Scars of Mirrodin,43,Normal,NM,EN
2,Shape Anew,Scars of Mirrodin,43,Normal,LP,EN
2,Shark Typhoon,Ikoria: Lair of Behemoths,67,Normal,NM,EN
1,Sharuum the Hegemon,From the Vault: Legends,11,Foil,NM,EN
1,Shattered Seraph,Streets of New Capenna,333,Normal,NM,EN
1,Shattering Spree,Guildpact,75,Normal,NM,EN
1,Shatterskull Minotaur,Zendikar Rising,160,Normal,NM,EN
2,Sheltered Thicket,Amonkhet,248,Normal,NM,EN
4,Shenanigans,Modern Horizons,146,Normal,NM,EN
1,Sheoldred's Headcleaver,Phyrexia: All Will Be One,109,Normal,NM,JP
1,Shimmer Myr,Mirrodin Besieged,129,Normal,NM,EN
1,Shimmer Myr,Mirrodin Besieged,129,Foil,NM,EN
4,Shimmer of Possibility,Ravnica Allegiance,51,Normal,NM,EN
1,Shivan Devastator,Dominaria United,143,Normal,NM,EN
7,Shivan Fire,Dominaria,142,Normal,NM,EN
1,Shivan Meteor,Time Spiral Remastered,188,Normal,NM,EN
4,Shivan Reef,Apocalypse,142,Normal,NM,EN
1,Shoot Down,The Brothers' War,190,Normal,NM,EN
4,Short Sword,Dominaria,229,Normal,NM,EN
4,Show and Tell,Urza's Saga,96,Normal,NM,EN
3,Shrapnel Blast,Mirrodin,106,Normal,NM,EN
1,Shredded Sails,Ikoria: Lair of Behemoths,136,Normal,NM,EN
1,Shriekmaw,Time Spiral Remastered,331,Normal,NM,EN
1,Shrine of the Forsaken Gods,Battle for Zendikar,245,Foil,NM,EN
1,Shuko,Betrayers of Kamigawa,159,Normal,NM,EN
1,Shuko,Betrayers of Kamigawa,159,Foil,NM,EN
1,Shuko,Betrayers of Kamigawa,159,Normal,NM,IT
1,"Siani, Eye of the Storm",Commander Legends,95,Normal,NM,EN
1,Sidewinder Sliver,Time Spiral Remastered,43,Normal,NM,EN
1,Siege Striker,Core Set 2021,37,Normal,NM,EN
1,Siege-Gang Commander,Dominaria,143,Normal,NM,EN
1,Siegebreaker Giant,Core Set 2019,157,Normal,NM,EN
1,Sift,Masters 25,73,Normal,NM,EN
1,Sifter Wurm,Commander Legends,254,Normal,NM,EN
1,Sign in Blood,Modern Masters 2015,97,Normal,NM,EN
1,Sign in Blood,Strixhaven Mystical Archive,32,Normal,NM,EN
1,Silburlind Snapper,Shadows over Innistrad,85,Normal,NM,EN
4,Silence,Magic 2010,31,Normal,NM,EN
2,Silence,Magic 2011,30,Normal,NM,EN
1,Silence,Magic 2011,30,Foil,NM,EN
1,Silence,Magic 2014,35,Foil,NM,RU
2,Silent Clearing,Modern Horizons,246,Normal,NM,EN
1,Silent Observer,Shadows over Innistrad,86,Normal,NM,EN
1,Silhana Wayfinder,Jumpstart,430,Normal,NM,EN
1,Silklash Spider,Commander 2014,214,Normal,NM,EN
1,Silver Myr,Scars of Mirrodin,202,Normal,NM,EN
3,Silverback Shaman,Commander Legends,255,Normal,NM,EN
1,Silverblade Paladin,Commander 2014,88,Normal,NM,EN
1,Silverquill Campus,Strixhaven: School of Mages,273,Normal,NM,EN
1,Silverquill Pledgemage,Strixhaven: School of Mages,233,Normal,NM,EN
4,Silverquill Silencer,Strixhaven: School of Mages,234,Normal,NM,EN
2,Simian Spirit Guide,Time Spiral Remastered,190,Normal,NM,EN
1,Simic Signet,Secret Lair Drop,295,Foil,NM,EN
3,Sinew Sliver,Time Spiral Remastered,44,Normal,NM,EN
1,Sire of Insanity,Dragon's Maze,104,Normal,NM,EN
1,Siren Stormtamer,Commander Legends,96,Normal,NM,EN
3,Sisay's Ring,Commander Legends,340,Normal,NM,EN
1,Skaab Goliath,Commander Legends,97,Normal,NM,EN
1,Skeletonize,Masters 25,149,Normal,NM,EN
4,Skirk Prospector,Dominaria,144,Normal,NM,EN
2,Skittering Monstrosity,Time Spiral Remastered,137,Normal,NM,EN
3,Skittering Surveyor,Dominaria,230,Normal,NM,EN
1,Skitterskin,Battle for Zendikar,97,Normal,NM,EN
2,Skizzik,Dominaria,145,Normal,NM,EN
1,Skophos Reaver,Modern Horizons 2,140,Normal,NM,EN
1,Skulking Ghost,Eternal Masters,107,Foil,NM,EN
2,Skullclamp,Commander 2014,268,Normal,NM,EN
2,Sky Diamond,Commander Legends,341,Normal,NM,EN
2,Skyclave Apparition,Zendikar Rising,39,Normal,NM,EN
1,Skyclave Shade,Zendikar Rising,125,Normal,NM,EN
1,Skyclave Squid,Zendikar Rising,82,Normal,NM,EN
1,Skyhunter Skirmisher,Commander 2014,89,Normal,NM,EN
1,Skyraker Giant,Commander Legends,199,Normal,NM,EN
1,Skyship Weatherlight,Planeshift,133,Normal,NM,EN
1,Skyway Sniper,Core Set 2021,206,Normal,NM,EN
3,Skywhaler's Shot,Commander Legends,46,Normal,NM,EN
1,Slaughter the Strong,Commander Legends,48,Normal,NM,EN
1,Sleeper Dart,Ikoria: Lair of Behemoths,240,Normal,NM,EN
4,Sleight of Hand,Portal Second Age,46,Normal,NM,EN
1,"Slimefoot, the Stowaway",Dominaria,205,Normal,NM,EN
2,"Slinn Voda, the Rising Deep",Dominaria,66,Normal,NM,EN
4,Slippery Bogle,Eventide,160,Normal,NM,EN
1,Slippery Karst,Commander 2014,311,Normal,NM,EN
1,Slipstream Serpent,Time Spiral Remastered,86,Normal,NM,EN
2,Slith Ascendant,Commander Legends,49,Normal,NM,EN
1,Sludge Crawler,Battle for Zendikar,98,Normal,NM,EN
1,Smallpox,Time Spiral Remastered,139,Foil,NM,EN
4,Smallpox,Time Spiral,131,Normal,NM,EN
1,Smell Fear,Modern Horizons 2,173,Normal,NM,EN
1,Smite the Monstrous,Battle for Zendikar,49,Normal,NM,EN
1,Smite the Monstrous,Zendikar Rising,42,Normal,NM,EN
1,Smokebraider,Modern Masters 2015,125,Normal,NM,EN
1,Smoldering Crater,Commander Anthology Volume II,268,Normal,NM,EN
1,Smothering Tithe,Double Masters 2022,342,Normal,NM,EN
1,Smothering Tithe,Ravnica Allegiance,22,Normal,NM,EN
2,Snapback,Time Spiral Remastered,87,Normal,NM,EN
5,Snapcaster Mage,Innistrad,78,Normal,NM,EN
1,Snapping Drake,Core Set 2019,75,Normal,NM,EN
2,Snow-Covered Forest,Modern Horizons,254,Normal,NM,EN
10,Snow-Covered Island,Coldsnap,152,Normal,NM,EN
2,Snow-Covered Mountain,Modern Horizons,253,Normal,NM,EN
8,Snow-Covered Mountain,Ice Age,349,Normal,NM,EN
4,Snow-Covered Plains,Ice Age,350,Normal,NM,EN
3,Snow-Covered Swamp,Modern Horizons,252,Normal,NM,EN
1,Snow-Covered Swamp,Ice Age,351,Normal,NM,EN
2,"Sokenzan, Crucible of Defiance",Kamigawa: Neon Dynasty,415,Normal,NM,EN
1,Sol Ring,Kaladesh Inventions,24,Foil,NM,EN
1,Sol Ring,Commander Anthology Volume II,217,Normal,NM,EN
1,Sol Ring,Limited Edition Beta,271,Normal,HP,EN
1,Sol Ring,Revised Edition,274,Normal,NM,EN
1,Solar Tide,Mirrodin,24,Normal,NM,EN
1,Solemn Simulacrum,Commander Anthology Volume II,218,Normal,NM,EN
1,Solemn Simulacrum,Time Spiral Remastered,400,Normal,NM,EN
1,Solemn Simulacrum,Magic 2012,217,Normal,NM,EN
4,Solitude,Modern Horizons 2,32,Normal,NM,EN
4,Solve the Equation,Strixhaven: School of Mages,54,Normal,NM,EN
1,Somber Hoverguard,Modern Masters 2015,57,Normal,NM,EN
1,Somber Hoverguard,Modern Masters 2015,57,Foil,NM,EN
1,Song of Freyalise,Dominaria,179,Normal,NM,EN
2,Sorcerer's Wand,Dominaria,231,Normal,NM,EN
1,Soul of New Phyrexia,Commander 2018,223,Normal,NM,EN
1,Soul of Ravnica,Magic 2015,78,Foil,NM,EN
1,Soul of the Harvest,Commander 2014,215,Normal,NM,EN
5,Soul Salvage,Dominaria,104,Normal,NM,EN
1,Soul Sear,Core Set 2021,160,Normal,NM,EN
2,Soul Warden,Exodus,21,Normal,NM,EN
2,Soul Warden,Magic 2010,34,Normal,NM,EN
4,Soul-Guide Lantern,Theros Beyond Death,237,Normal,NM,EN
4,Soul's Attendant,Rise of the Eldrazi,44,Normal,NM,EN
2,Soul's Fire,Commander Legends,200,Normal,NM,EN
1,Soul's Might,Commander Legends,257,Normal,NM,EN
1,Spare Dagger,Adventures in the Forgotten Realms,250,Normal,NM,EN
1,Spare Supplies,Zendikar Rising,254,Normal,NM,EN
2,Spark Harvest,Commander Legends,150,Normal,NM,EN
2,Sparktongue Dragon,Commander Legends,202,Normal,NM,EN
1,Sparktongue Dragon,Commander Legends,202,Foil,NM,EN
1,Sparktongue Dragon,Core Set 2019,159,Normal,NM,EN
5,Sparring Construct,Dominaria,232,Normal,NM,EN
1,Spatial Contortion,Oath of the Gatewatch,8,Foil,NM,EN
1,Spectator Seating,Commander Legends,356,Normal,NM,EN
1,Specter of the Fens,Strixhaven: School of Mages,87,Foil,NM,EN
1,Spectral Procession,Commander 2014,90,Normal,NM,EN
3,Spectral Searchlight,Commander Legends,342,Normal,NM,EN
1,Spectral Searchlight,Commander Legends,342,Foil,NM,EN
2,Spectral Shepherd,Shadows over Innistrad,38,Normal,NM,EN
1,Spell Burst,Time Spiral Remastered,88,Normal,NM,EN
4,Spell Pierce,WPN/Gateway,100,Normal,NM,EN
4,Spell Pierce,Zendikar,67,Normal,NM,EN
1,Spell Swindle,Ixalan,82,Foil,NM,EN
1,Spellbook,Magic 2010,220,Normal,NM,EN
1,Spellskite,New Phyrexia,159,Normal,NM,EN
2,Spellstutter Sprite,Modern Masters,65,Normal,NM,EN
1,Spellstutter Sprite,Lorwyn,89,Normal,NM,EN
1,Sphinx of the Steel Wind,Premium Deck Series: Graveborn,9,Foil,NM,EN
1,Sphinx of the Steel Wind,Alara Reborn,110,Normal,NM,EN
1,Sphinx Summoner,Conflux,127,Normal,NM,EN
1,Sphinx's Revelation,Return to Ravnica,200,Normal,NM,EN
1,Sphinx's Revelation,Return to Ravnica,200,Foil,NM,EN
4,Spider Umbra,Rise of the Eldrazi,208,Normal,NM,EN
4,Spikefield Hazard // Spikefield Cave,Zendikar Rising,166,Normal,NM,EN
1,Spine of Ish Sah,Commander Anthology Volume II,220,Normal,NM,EN
1,Spine of Ish Sah,Mirrodin Besieged,136,Normal,NM,EN
1,Spine of Ish Sah,Mirrodin Besieged,136,Foil,NM,EN
1,Spinneret Sliver,Time Spiral Remastered,230,Normal,NM,EN
1,Spinning Darkness,Weatherlight,23,Normal,NM,EN
4,Spire of Industry,Aether Revolt,184,Normal,NM,EN
4,Spirebluff Canal,Kaladesh,249,Normal,NM,EN
2,Spirit Link,Tenth Edition,45,Normal,NM,EN
2,Spirit Mantle,Magic 2012,35,Normal,NM,EN
1,Spirit Summoning,Strixhaven: School of Mages,236,Normal,NM,EN
1,Spitebellows,Commander Anthology Volume II,117,Normal,NM,EN
1,Spiteful Squad,Strixhaven: School of Mages,237,Normal,NM,EN
1,Spoils of the Hunt,Adventures in the Forgotten Realms,205,Normal,NM,EN
1,Spontaneous Artist,Kaladesh,134,Normal,NM,EN
2,Spontaneous Mutation,Commander Legends,100,Normal,NM,EN
1,Spontaneous Mutation,Eldritch Moon,74,Normal,NM,EN
2,Spore Swarm,Dominaria,180,Normal,NM,EN
2,Sporecrown Thallid,Dominaria,181,Normal,NM,EN
1,Sporoloth Ancient,Time Spiral Remastered,232,Normal,NM,EN
1,Spotter Thopter,The Brothers' War,80,Normal,NM,EN
2,Spreading Insurrection,Modern Horizons 2,142,Normal,NM,EN
4,Spreading Seas,Zendikar,70,Normal,NM,EN
4,Springleaf Drum,The Brothers' War Retro Artifacts,118,Normal,NM,EN
1,Springmantle Cleric,Zendikar Rising,205,Normal,NM,EN
3,Squad Captain,Commander Legends,51,Normal,NM,EN
2,Squadron Hawk,Masters 25,34,Normal,NM,EN
1,Staff of Domination,Commander Legends,343,Normal,NM,EN
1,Staff of Domination,The Brothers' War Retro Artifacts,119,Normal,NM,EN
1,Staff of Nin,Magic 2013,217,Foil,NM,EN
1,Stall for Time,Dominaria United,34,Foil,NM,EN
1,Star Pupil,Strixhaven: School of Mages,30,Normal,NM,EN
1,Starstorm,Commander Anthology Volume II,118,Normal,NM,EN
1,Start from Scratch,Strixhaven: School of Mages,114,Normal,NM,EN
2,Static Net,The Brothers' War,27,Normal,NM,EN
1,Staunch Shieldmate,Core Set 2021,39,Normal,NM,EN
2,Staunch Throneguard,Commander Legends,344,Normal,NM,EN
1,Steam Vents,Zendikar Expeditions,12,Foil,NM,EN
5,Steam Vents,Guildpact,164,Normal,NM,EN
1,Steel Hellkite,Commander Anthology Volume II,222,Normal,NM,EN
1,Steel Hellkite,Scars of Mirrodin,205,Normal,NM,EN
1,Steel Seraph,The Brothers' War,38,Normal,NM,EN
1,Steelfin Whale,Modern Horizons 2,65,Normal,NM,EN
1,Steelshaper's Gift,Fifth Dawn,19,Normal,NM,EN
1,Stensia Banquet,Eldritch Moon,144,Normal,NM,EN
4,Stern Dismissal,Theros Beyond Death,68,Normal,NM,EN
3,Stern Lesson,The Brothers' War,64,Normal,NM,EN
1,Stingerfling Spider,Commander Legends,258,Normal,NM,EN
4,Stingscourger,Time Spiral Remastered,192,Normal,NM,EN
3,Stinkweed Imp,Modern Masters,98,Normal,NM,EN
1,Stinkweed Imp,Time Spiral Remastered,332,Normal,NM,EN
1,Stirring Wildwood,Worldwake,144,Normal,NM,EN
1,Stoic Rebuttal,Modern Masters 2015,59,Normal,NM,EN
1,Stoic Rebuttal,Modern Masters 2015,59,Foil,NM,EN
1,Stolen Identity,Gatecrash,53,Normal,NM,EN
2,Stomping Ground,Guildpact,165,Normal,NM,EN
1,Stone Rain,The List,156,Normal,NM,EN
1,Stonecloaker,Time Spiral Remastered,45,Normal,NM,EN
1,Stonecoil Serpent,Throne of Eldraine,385,Foil,NM,EN
4,Stoneforge Mystic,Worldwake,20,Normal,NM,EN
3,Stonefury,Commander Legends,203,Normal,NM,EN
2,Stonehorn Dignitary,Time Spiral Remastered,304,Normal,NM,EN
4,Stony Silence,Innistrad,36,Normal,NM,EN
1,Storm Crow,Alliances,55,Normal,NM,EN
1,Storm the Vault // Vault of Catlacan,Rivals of Ixalan,173,Foil,NM,EN
3,Stormbreath Dragon,Theros,143,Normal,NM,EN
1,Stormbreath Dragon,Theros,143,Normal,NM,IT
3,Strangling Soot,Time Spiral Remastered,140,Normal,NM,EN
1,Strata Scythe,Commander 2014,274,Normal,NM,EN
4,Strategic Planning,Commander 2013,59,Normal,NM,EN
2,Strategic Planning,Commander Legends,101,Normal,NM,EN
4,Street Wraith,Future Sight,90,Normal,NM,EN
2,Strength of Arms,Shadows over Innistrad,40,Normal,NM,EN
2,Strength of Solidarity,Zendikar Rising,206,Normal,NM,EN
1,Strength of the Pack,Commander Legends,259,Normal,NM,EN
1,Strict Proctor,Strixhaven: School of Mages,33,Normal,NM,EN
1,Strionic Resonator,Magic 2014,224,Normal,NM,EN
1,Strip Mine,Antiquities,71,Normal,NM,EN
1,Strixhaven Stadium,Strixhaven: School of Mages,259,Normal,NM,EN
4,Stromkirk Noble,Innistrad,164,Normal,NM,EN
4,Stronghold Confessor,Dominaria,105,Normal,NM,EN
4,Stronghold Gambit,Nemesis,100,Normal,NM,EN
1,Stronghold Gambit,Nemesis,100,Foil,NM,EN
4,Stubborn Denial,Khans of Tarkir,56,Normal,NM,EN
1,Su-Chi,Antiquities,31,Normal,NM,EN
1,Sudden Breakthrough,Strixhaven: School of Mages,116,Normal,NM,EN
2,Sudden Shock,Time Spiral Remastered,194,Normal,NM,EN
1,Sudden Spoiling,Commander 2014,164,Normal,NM,EN
1,Sulfur Falls,Dominaria,247,Normal,NM,EN
1,Sun Titan,Prerelease Events,45,Normal,NM,EN
1,Sunbaked Canyon,Modern Horizons,247,Normal,NM,EN
1,Sunblast Angel,Commander 2014,92,Normal,NM,EN
1,Sundering Titan,The Brothers' War Retro Artifacts,120,Normal,NM,EN
1,Sundering Titan,Darksteel,146,Normal,NM,EN
1,Sunken Hollow,Battle for Zendikar,249,Normal,NM,EN
1,Sunken Ruins,Shadowmoor,280,Normal,NM,EN
1,Sunlance,Time Spiral Remastered,47,Normal,NM,EN
1,Sunpetal Grove,Magic 2012,229,Normal,NM,EN
1,Sunset Pyramid,Commander Legends,345,Normal,NM,EN
2,Sunspear Shikari,Modern Masters 2015,35,Normal,NM,EN
2,Supernatural Stamina,Commander Legends,151,Normal,NM,EN
1,Supreme Verdict,Media Inserts,56,Foil,NM,EN
1,Supreme Verdict,Return to Ravnica,201,Normal,NM,EN
2,Supreme Will,Commander Legends,102,Normal,NM,EN
2,Sure Strike,Core Set 2019,161,Normal,NM,EN
1,Sure Strike,Core Set 2021,163,Normal,NM,EN
3,Surgical Extraction,New Phyrexia,74,Normal,NM,EN
1,Surgical Skullbomb,Phyrexia: All Will Be One,243,Normal,NM,JP
1,Suspicious Bookcase,Core Set 2019,246,Foil,NM,EN
2,Suture Priest,New Phyrexia,25,Normal,NM,EN
1,Suture Priest,New Phyrexia,25,Foil,NM,EN
3,Swamp,Asia Pacific Land Program,10,Normal,NM,EN
4,Swamp,Lorwyn,291,Normal,NM,EN
2,Swamp,Lorwyn,291,Foil,NM,CS
1,Swamp,Zendikar,238,Normal,NM,EN
1,Swamp,Zendikar,240,Normal,NM,EN
4,Swamp,Zendikar,241,Normal,NM,EN
3,Swamp,Battle for Zendikar,260,Normal,NM,EN
4,Swamp,Battle for Zendikar,261,Normal,NM,EN
5,Swamp,Battle for Zendikar,262,Normal,NM,EN
1,Swamp,Battle for Zendikar,263,Normal,NM,EN
1,Swamp,Battle for Zendikar,264,Normal,NM,EN
1,Swamp,Strixhaven: School of Mages,370,Foil,NM,EN
3,Swamp,Kamigawa: Neon Dynasty,297,Normal,NM,EN
3,Swamp,Kamigawa: Neon Dynasty,298,Normal,NM,EN
1,Swamp,The Brothers' War,272,Foil,NM,EN
1,Swamp,The Brothers' War,273,Foil,NM,EN
1,Swamp,Phyrexia: All Will Be One,264,Normal,NM,JP
3,Swan Song,Theros,65,Normal,NM,EN
1,Sweltering Suns,Amonkhet,149,Normal,NM,EN
2,Swiftfoot Boots,Commander 2014,275,Normal,NM,EN
1,Swiftfoot Boots,Commander Anthology Volume II,223,Normal,NM,EN
1,Swiftfoot Boots,The Brothers' War Retro Artifacts,58,Foil,NM,EN
1,Swiftfoot Boots,The Brothers' War Retro Artifacts,121,Normal,NM,EN
1,Swiftfoot Boots,Magic 2012,219,Normal,NM,EN
1,Swooping Lookout,Phyrexia: All Will Be One,35,Foil,NM,JP
1,Sword of Feast and Famine,Mirrodin Besieged,138,Normal,NM,EN
1,Sword of Fire and Ice,Darksteel,148,Normal,NM,EN
4,Sword of the Meek,The Brothers' War Retro Artifacts,122,Normal,NM,EN
2,Sword of the Meek,Future Sight,165,Normal,NM,EN
1,Sword of Vengeance,Commander 2014,276,Normal,NM,EN
1,Swords to Plowshares,Iconic Masters,36,Foil,NM,EN
1,Swords to Plowshares,Ice Age,278,Normal,NM,EN
1,"Sydri, Galvanic Genius",Commander 2013,220,Normal,NM,EN
1,Sylvan Awakening,Dominaria,183,Normal,NM,EN
1,Sylvan Awakening,Dominaria,183,Foil,NM,EN
1,Sylvan Offering,Commander 2014,48,Normal,NM,EN
1,Sylvan Ranger,Commander 2014,216,Normal,NM,EN
4,Sylvan Scrying,Mirrodin,130,Normal,NM,EN
1,Symmetry Sage,Strixhaven: School of Mages,56,Normal,NM,EN
1,Synchronized Spellcraft,Zendikar Rising,168,Foil,NM,EN
6,Syncopate,Dominaria,67,Normal,NM,EN
4,Tainted Indulgence,Streets of New Capenna,227,Normal,NM,EN
1,Tainted Observer,Phyrexia: All Will Be One,217,Normal,NM,JP
1,Tainted Pact,Odyssey,164,Normal,NM,EN
1,Taj-Nar Swordsmith,Commander 2017,77,Normal,NM,EN
1,Tajuru Blightblade,Zendikar Rising,208,Normal,NM,EN
1,Tajuru Snarecaster,Zendikar Rising,210,Normal,NM,EN
1,Take Flight,The Brothers' War,65,Normal,NM,EN
2,Take Up the Shield,Dominaria United,35,Normal,NM,EN
1,Talent of the Telepath,Magic Origins,78,Normal,NM,EN
1,Talisman of Dominance,Mirrodin,253,Normal,NM,EN
1,Talisman of Progress,Mirrodin,256,Normal,NM,EN
2,Talons of Wildwood,Core Set 2019,202,Normal,NM,EN
1,Talrand's Invocation,Jumpstart,182,Normal,NM,EN
1,Tangled Florahedron // Tangled Vale,Zendikar Rising,211,Normal,NM,EN
1,Tarfire,Lorwyn,194,Normal,NM,EN
4,Tarmogoyf,Future Sight,153,Normal,NM,EN
1,"Tasigur, the Golden Fang",Fate Reforged,87,Normal,NM,EN
1,"Tatyova, Benthic Druid",Dominaria,206,Normal,NM,EN
1,"Tatyova, Steward of Tides",Dominaria United,362,Foil,NM,EN
1,Team Pennant,Strixhaven: School of Mages,260,Normal,NM,EN
1,Tectonic Edge,Commander 2014,313,Normal,NM,EN
3,Teeterpeak Ambusher,Zendikar Rising,169,Normal,NM,EN
1,Teeterpeak Ambusher,Zendikar Rising,169,Foil,NM,EN
2,"Teferi, Hero of Dominaria",Dominaria,207,Normal,NM,EN
1,"Teferi, Master of Time",Core Set 2021,75,Normal,NM,EN
4,"Teferi, Time Raveler",War of the Spark,221,Normal,NM,EN
1,Teferi's Ageless Insight,Core Set 2021,76,Normal,NM,EN
1,Teferi's Protege,Core Set 2021,77,Normal,NM,EN
1,Teferi's Tutelage,Core Set 2021,78,Normal,NM,EN
1,Telling Time,Modern Masters 2015,61,Normal,NM,EN
1,Tempered Steel,Magic Game Day Cards,5,Normal,NM,EN
3,Tempered Steel,Scars of Mirrodin,24,Normal,NM,EN
4,Temple Garden,Ravnica: City of Guilds,284,Normal,NM,EN
4,Temple of Epiphany,Journey into Nyx,164,Normal,NM,EN
2,Temple of Malice,Born of the Gods,164,Normal,NM,EN
4,Temple of Mystery,Theros,226,Normal,NM,EN
1,Temple of the False God,Commander 2014,314,Normal,NM,EN
1,Temple of the False God,Commander Anthology Volume II,271,Normal,NM,EN
1,Temple of Triumph,Theros,228,Normal,NM,EN
1,Temporal Isolation,Time Spiral Remastered,48,Normal,NM,EN
1,Temporal Isolation,Time Spiral Remastered,48,Foil,NM,EN
1,Temporary Lockdown,Dominaria United,36,Foil,NM,EN
1,Temur Battle Rage,Time Spiral Remastered,351,Normal,NM,EN
4,Temur Battle Rage,Fate Reforged,116,Normal,NM,EN
1,Tenacity,Shadows over Innistrad,42,Normal,NM,EN
1,Tendrils of Agony,Scourge,75,Foil,NM,EN
1,Terashi's Grasp,Modern Masters 2015,37,Normal,NM,EN
1,Terminal Agony,Modern Horizons 2,424,Normal,NM,EN
2,Terminate,Planeshift,128,Normal,NM,EN
1,Terminus,Avacyn Restored,38,Normal,NM,EN
1,Terramorphic Expanse,Modern Masters,224,Foil,NM,EN
3,Terramorphic Expanse,Commander Legends,357,Normal,NM,EN
1,Terramorphic Expanse,Phyrexia: All Will Be One,261,Normal,NM,JP
4,Terrarion,Eldritch Moon,201,Normal,NM,EN
1,Terror Ballista,The Brothers' War,290,Normal,NM,EN
1,"Teshar, Ancestor's Apostle",Dominaria,36,Normal,NM,EN
2,Test of Endurance,Judgment,29,Normal,NM,EN
4,Test of Talents,Strixhaven: School of Mages,59,Normal,NM,EN
2,"Tetsuko Umezawa, Fugitive",Dominaria,69,Normal,NM,EN
1,"Tevesh Szat, Doom of Fools",Commander Legends,153,Normal,NM,EN
1,"Teysa, Envoy of Ghosts",Dragon's Maze,108,Normal,NM,EN
1,Tezzeret the Seeker,Shards of Alara,60,Normal,NM,EN
1,"Tezzeret, Agent of Bolas",Mirrodin Besieged,97,Normal,NM,EN
1,"Tezzeret, Artifice Master",Core Set 2019,79,Foil,NM,EN
1,"Thalia, Guardian of Thraben",Dark Ascension,24,Normal,NM,KR
5,Thallid Omnivore,Dominaria,106,Normal,NM,EN
1,Thallid Shell-Dweller,Time Spiral Remastered,237,Normal,NM,EN
2,Thallid Soothsayer,Dominaria,107,Normal,NM,EN
1,Thassa's Oracle,Theros Beyond Death,308,Normal,NM,EN
1,Thaumatic Compass // Spires of Orazca,Ixalan,249,Foil,NM,EN
1,The Antiquities War,Dominaria,42,Normal,NM,EN
1,The Antiquities War,Dominaria,42,Foil,NM,EN
1,The Chain Veil,Magic 2015,215,Normal,NM,JP
1,The Dross Pits,Phyrexia: All Will Be One,251,Normal,NM,JP
2,The Eldest Reborn,Commander 2019,131,Normal,NM,EN
1,The First Eruption,Dominaria,122,Normal,NM,EN
1,The Flame of Keld,Dominaria,123,Normal,NM,EN
1,The Flame of Keld,Dominaria,123,Foil,NM,EN
1,The Haunt of Hightower,Ravnica Allegiance,273,Foil,NM,EN
2,The Mending of Dominaria,Dominaria,173,Normal,NM,EN
1,The Mimeoplasm,Secret Lair Drop,136,Normal,NM,EN
1,The Mirari Conjecture,Dominaria,57,Normal,NM,EN
1,The Mycosynth Gardens,Phyrexia: All Will Be One,402,Normal,NM,EN
3,The Prismatic Piper,Commander Legends,1,Normal,NM,EN
2,The Royal Scions,Throne of Eldraine,199,Normal,NM,EN
1,The Surgical Bay,Phyrexia: All Will Be One,260,Normal,NM,JP
1,Their Name Is Death,"Warhammer 40,000 Commander",62,Normal,NM,EN
1,Thelonite Hermit,Time Spiral Remastered,239,Normal,NM,EN
5,Thespian's Stage,Gatecrash,248,Normal,NM,EN
2,Thick-Skinned Goblin,Time Spiral Remastered,196,Normal,NM,EN
1,Thieving Otter,Ikoria: Lair of Behemoths,69,Normal,NM,EN
1,Thing in the Ice // Awoken Horror,Shadows over Innistrad,92,Normal,NM,EN
3,Think Twice,Innistrad,83,Normal,NM,EN
